Token	LmAoA	LmCutoff	MaxSurprisal	MinSurprisal	ParamUpper	ParamLower	ParamXmid	ParamScale
a	2.47712125471966	4.13410782814026	5.26043796539307	3.00777769088745	7.52997895608905	3.63869488143478	1.54345504678058	0.591757517397656
about	2.47712125471966	8.26529669761656	11.043080329895	5.48751306533813	11.5564198944929	6.54000367508649	2.38903717823677	0.730196058992175
after	2.47712125471966	11.9743337631226	14.6175003051758	9.33116722106934	11124.4720497036	11.1253589950003	-10.4696752793627	1.44324464789221
all	2.47712125471966	6.55975580215454	7.47455549240112	5.64495611190796	7.17149254637117	6.5638796908387	2.79425214561111	0.117656648637328
am	2.10353351631288	6.30881345272064	9.30094814300537	3.31667876243591	31434.5106504897	5.6499304836821	-4.3345608404173	0.597632174576123
and	2.41315452283647	4.70704472064972	6.40905284881592	3.00503659248352	9115.91557238946	3.72627442964367	-6.87181470447636	1.01623036155115
another	2.47712125471966	7.92665243148805	10.0334634780884	5.8198413848877	5852.0846096815	7.78192386975853	-3.89195150669309	0.674070766229033
any	2.47712125471966	9.46237325668335	11.8486614227295	7.07608509063721	12.0088614566576	9.26092932684527	2.37720166439123	0.267035422943039
apple	2.47712125471966	9.63568592071534	14.4196004867554	4.85177135467529	17.5678744152594	6.53769803154853	2.12614585100177	0.560366151681672
are	2.47712125471966	5.24814093112946	7.04346132278442	3.45282053947449	2846.73083228357	4.23038777200651	-4.55159661425836	0.889703765366532
arm	2.47712125471966	9.92824316024782	13.1000776290894	6.75640869140625	13.2210538733966	9.64262121306943	2.55469129191506	0.219099377312025
around	2.05166601244949	10.2785029411316	15.5344800949097	5.02252578735352	245824.23347342	6.58202501687597	-4.00580759220052	0.545475100463006
asleep	2.47712125471966	11.9522559642792	16.8279361724854	7.076575756073	15.8793753538969	10.7875711538611	2.50557483529648	0.141010824374245
at	2.47712125471966	5.13806545734406	6.66809797286987	3.60803294181824	13.8552157248703	4.51356885201632	0.907982276718492	0.615298488826334
aunt	2.47712125471966	10.06951212883	15.2807416915894	4.85828256607056	14.6983670052517	8.00311210386781	2.5444870933735	0.069158926551748
away	2.47712125471966	7.90638518333437	10.9678058624268	4.84496450424194	11.0912356754235	6.63805826999398	2.65733572622151	0.442505261000233
baby	2.47712125471966	6.32159435749054	9.03903865814209	3.60415005683899	10.5869241175801	5.09206963117967	2.11383409656141	0.40028263888592
back	2.47712125471966	7.20040106773376	9.5864143371582	4.81438779830933	16.9307575047154	6.03350729199715	1.28544337420527	0.594528389527737
bad	2.47712125471966	10.6253714561462	13.7298250198364	7.52091789245605	12.2940733145619	9.54371122798084	2.94086822905442	0.137506868567747
