Token	LmAoA	LmCutoff	MaxSurprisal	MinSurprisal	ParamUpper	ParamLower	ParamXmid	ParamScale
before	2.47712125471966	11.9084102867286	14.7539005279541	8.0496997833252	13.293293430805	10.5235271426521	2.71883317176762	0.106527653036024
better	2.47712125471966	-37.2028850619138	12.2060422897339	8.305983543396	10.4577194024886	-84.8634895263162	12.064451048861	0.894546358011282
big	0.0616830872487951	507.380698882747	9.54072666168213	6.53221702575684	1006.91327682664	7.84812093885421	0.0616830872487951	0.237526096373924
blanket	2.001014556733	11.4999539966987	13.1570663452148	6.90679121017456	12.8136851905227	10.1862228028747	2.001014556733	0.155131052883445
book	2.47712125471966	7.60387024494955	9.82463073730469	2.91532230377197	10.6259084989222	4.58183199097691	2.48232808742921	0.373877663916372
bottle	0	119826.545198758	11.1290950775146	5.72387218475342	239645.69129951	7.3990980066136	-0.408128738539883	0.186860584218517
boy	2.30053013896533	9.3543682233185	11.9357767105103	4.33262300491333	11.5380473004446	7.1706891461924	2.30053013896533	0.16058555155805
brush	0	7434.98669969426	12.7660264968872	4.98025131225586	14861.7035921028	8.26980728572398	-2.91652510029486	0.549513235208697
bunny	2.47712125471966	10.9548880192773	12.6825952529907	6.84200620651245	13.1067754332014	8.80300060535311	2.50894156933428	0.29112042081389
but	2.31000034542849	8.3863029651888	9.12693500518799	5.95438814163208	9.37542711951993	7.39717881085767	2.31000034542849	0.608816907670084
by	2.47712125471966	10.3941466237299	12.1278743743896	7.61002969741821	10.976288773232	9.81200447422776	2.96434301098818	0.160905734915658
camera	2.09706991922663	9.40088064462672	10.5869569778442	4.12289524078369	11.9329193628493	6.86884192640413	2.09706991922663	0.328118302455094
can	2.47712125471966	4.41888262809479	5.61037731170654	3.11917090415955	4.53274485132244	4.30502040486714	3.56555776536691	0.0764189524731624
car	1.67008028647823	10.3792813733484	10.4004535675049	4.737624168396	13.8765422884587	6.88202045823805	1.67008028647823	0.383376058765517
clap	2.47712125471966	9.11459138496585	13.3151168823242	0.736727476119995	13.0303303742253	5.1988523957064	2.69599985039437	0.301658299105294
close	0.264935378583207	635.073193054212	11.5798034667969	6.57748937606812	1260.76780758767	9.37857852075419	0.264935378583207	0.198723635117764
coffee	0	12491.0233094352	15.300763130188	8.18381023406982	24972.61153399	9.4350848804965	-14.3515333907353	1.83522241034924
cold	1.92864130877302	12.7025646180448	14.0702638626099	9.46866035461426	14.3372558419169	11.0678733941728	1.92864130877302	0.0996873601548865
cup	2.14795353542412	9.13081336236977	10.6360902786255	4.75720643997192	10.7836698693245	7.47795685541505	2.14795353542412	0.120438556024027
cut	2.47712125471966	10.3213436253783	12.1093482971191	6.02691984176636	11.4963014661874	9.14638578456929	2.5447665587222	0.070566337698784
dance	2.47712125471966	13.1313924892725	16.4902000427246	7.0977029800415	15.804880824096	10.4579041544491	2.4849377227194	0.124251000114283
day	0	30258.9101557112	15.136773109436	5.37015342712402	60510.3747869562	7.4455244661314	-9.71691417671379	1.18554218862365
did	2.3978501202366	8.40897906386047	10.1229248046875	5.3513708114624	9.63852201234498	7.17943611537596	2.3978501202366	0.317285391664687
do	2.47712125471966	5.83913955012753	6.64775371551514	4.46371221542358	6.0838300872045	5.59444901305055	3.41062805483461	0.052697860420621
door	0	1783.5265128457	12.6359024047852	6.85377883911133	3557.72271089807	9.33031479332964	-18.9381155211972	2.54198813731398
down	2.47712125471966	7.94147095375139	9.17465305328369	5.26832246780396	9.0050512772471	6.87789063025568	2.71726252826199	0.297527915869828
drop	2.29124261146502	13.7583919996002	16.0469703674316	8.60458660125732	15.8529022066896	11.6638817925109	2.29124261146502	0.136249794847836
duck	2.47712125471966	6413.3172816854	11.5690870285034	6.98339080810547	9.08417490389318	12817.5503884669	9.66504326361696	0.563590855738066
eat	0	8567.09193783907	9.89877128601074	5.84622716903687	17126.7757161754	7.40815950274548	-5.48652400654221	0.782325661932307
egg	2.47712125471966	8.77195229782592	10.2041263580322	5.4940619468689	10.3931499753396	7.15075462031224	2.53703567980323	0.358201713827988
farm	0	1353.03772194327	11.9040489196777	8.14533805847168	2696.12685452443	9.94858936211492	-7.70410574143929	1.11552624666161
find	2.13773610798676	10.6025308235292	12.4833679199219	6.4074273109436	12.3230895703503	8.88197207670816	2.13773610798676	0.0172587593948032
first	2.47712125471966	10.6211238185721	12.6751337051392	7.66518115997314	11.801978253137	9.44026938400723	2.6587399163735	0.557257232682461
food	0	483.69435569413	14.5467557907104	8.94092178344727	956.130221999951	11.2584893883093	-9.78881159317886	1.27075773234308
foot	1.86103892324571	11.9141842033121	13.2189779281616	4.58291673660278	17.3357583837841	6.49261002284004	1.86103892324571	0.396918799887534
for	2.20890974492233	7.93473650550334	9.09329605102539	5.5613694190979	8.99080292085011	6.87867009015658	2.20890974492233	0.171181274648573
get	1.93132354138827	6.2971612455385	7.15426731109619	3.24527597427368	8.11236412001359	4.48195837106341	1.93132354138827	0.226547992577923
give	2.47712125471966	7.78657856868888	9.67599010467529	4.84165525436401	8.4524623259036	7.12069481147417	3.02337830774086	0.0657475955074292
go	0	6044.36239408441	5.96880197525024	2.57172346115112	12086.1111177683	2.61367040051982	-17.9036663974442	2.31828646908447
gonna	2.12628944025806	7.32493959196908	8.83259582519531	3.28286361694336	9.6954650620807	4.95441412185745	2.12628944025806	0.266198214067517
good	2.47712125471966	7.39147349208783	8.5074462890625	5.93743324279785	7.95679006498223	6.82615691919344	3.11841265430523	0.454117538896265
hand	0	2557.29586286915	11.5172243118286	3.04492282867432	5109.60285440185	4.98887133645186	-6.71212638194727	1.25581057382897
happy	2.47712125471966	7.58414859201146	10.2307662963867	3.31888175010681	9.41281462096495	5.75548256305798	2.75100880513981	0.105032334046361
hard	2.42799935850003	9.26368221632974	12.9837970733643	4.1945652961731	12.3157018883691	6.21166254429039	2.42799935850003	0.2650394509593
have	0	2432.43961795591	6.32132625579834	3.43633890151978	4860.60550214733	4.27373376449018	-11.9092406165021	1.68206024630807
he	2.47712125471966	8.69223420511419	10.9377241134644	7.13146448135376	8.36240324229343	9.02206516793496	3.73105951992231	0.0572487149857243
head	2.47712125471966	8.00301555878367	10.4530954360962	3.35722804069519	9.80692168026177	6.19910943730558	2.66761768160076	0.0816866316374337
help	2.07957036236074	9.08024585544117	10.6976642608643	5.41014194488525	9.73691178309293	8.42357992778941	2.07957036236074	0.0375535861415843
her	2.28438160932188	11.5241915904988	13.3507614135742	6.75392484664917	13.1717651894511	9.87661799154644	2.28438160932188	0.205287133650506
here	2.47111655568112	7.37482495202877	8.15857696533203	5.24230337142944	7.86041208981291	6.88923781424463	2.47111655568112	0.0603574013714223
him	2.45759862418033	9.02698761576472	11.7972183227539	4.24793577194214	10.918861187586	7.13511404394345	2.45759862418033	0.133201845792131
his	1.06129253964033	40.4057587854446	18.4131412506104	5.42301225662231	72.7765480408347	8.03496953005452	1.06129253964033	0.38150743202235
hold	0	1102.2494250092	10.79185962677	4.11810302734375	2196.92336341922	7.57548659917382	-7.67497196798705	1.03743867093384
home	2.47712125471966	10.9019287262904	13.7839040756226	7.29689168930054	11.4552197092248	10.3486377433559	3.73093156594016	0.0140099594814303
house	2.09972917849458	10.836751539948	12.0695142745972	6.57590341567993	12.8779246254518	8.7955784544441	2.09972917849458	0.268676763013683
how	2.47712125471966	8.86314876923553	10.7839183807373	5.83132743835449	9.91595340145249	7.81034413701856	2.73088394910724	0.208762629723834
hug	2.47712125471966	10.495588390714	13.3475914001465	5.04190063476562	12.6682135143181	8.32296326710988	2.50190519361187	0.175649182121587
if	2.06785359858946	8.91013553952343	9.64912986755371	6.08582067489624	10.3009405067018	7.51933057234507	2.06785359858946	0.430460871337934
inside	0	7464.7799571672	12.6534929275513	6.60183334350586	14920.3398456895	9.22006864490874	-3.44446461366707	0.586887396981682
is	2.21027434052223	4.93832214867299	6.36473751068115	2.27327346801758	6.31044337478697	3.56620092255901	2.21027434052223	0.314982637021297
it	2.1246050220264	4.56601205286669	5.59968423843384	2.48833441734314	5.71392402941381	3.41810007631958	2.1246050220264	0.179836596012326
jacket	2.3354546014919	10.4201132319999	13.8827877044678	3.94505000114441	13.7454539654237	7.0947724985762	2.3354546014919	0.0904403627287374
juice	0.278720888072502	44.5849159242612	18.6192512512207	4.16163492202759	82.4634932836185	6.70633856490382	0.278720888072502	0.803631575239364
kitty	0	2186.19086128381	9.47698974609375	4.92505550384521	4366.3676950358	6.01402753181843	-4.30013724174257	0.825188627188072
light	2.14932193875197	10.1871388726743	11.2521085739136	5.66159439086914	11.9335756146399	8.4407021307086	2.14932193875197	0.296482862574926
like	2.47712125471966	6.47893704354942	8.26871013641357	4.79101324081421	6.69522857517477	6.26264551192407	2.86953445772095	0.0136421403637406
little	0	1908.4832383476	8.1755199432373	5.32367467880249	3810.3773391452	6.58913755000073	-2.09305582508526	0.44283981714897
look	0	994.967188235872	9.84484100341797	6.52713775634766	1981.84065548872	8.09372098302398	-3.73667741944768	0.652178513327812
make	2.25356233529313	9.02777112969185	10.2746429443359	6.51204395294189	10.3659313132164	7.6896109461673	2.25356233529313	0.189067653794662
me	2.16623206937389	5.99093958738268	7.57538652420044	2.53104376792908	7.99184941718378	3.99002975758158	2.16623206937389	0.258908854646369
milk	0	2032.44616284013	11.7772073745728	5.55618381500244	4057.61951735201	7.27280832825369	-26.1681704136281	3.74602357210387
mommy	2.44719667139087	10.9896794990499	11.9620323181152	8.32513618469238	11.7894081066748	10.189950891425	2.44719667139087	0.192008592187981
more	2.46687354000222	6.96943310222279	8.78085136413574	4.37405490875244	8.25575967840836	5.68310652603722	2.46687354000222	0.190341882805783
much	2.47712125471966	8.68829677724428	11.2391490936279	4.72483253479004	10.5822333190043	6.79436023548425	2.85908517528649	0.171435540686308
my	0	21237.6456038087	9.38984298706055	5.45406627655029	42468.5476577909	6.74354982647155	-9.42670639631612	1.09504103370404
need	2.24558433044907	6.59203765994373	7.77033758163452	3.46498250961304	7.39820108077755	5.78587423910991	2.24558433044907	0.180959792811504
new	2.47712125471966	9.46599730416948	11.3951044082642	4.77215480804443	10.8829058680023	8.04908874033665	2.51884001527489	0.0998861613302904
nose	2.47712125471966	9.93173521039391	12.4043397903442	5.19968509674072	11.4840497842306	8.37942063655722	3.0272332993185	0.191005999900034
not	2.30420463051651	7.86281654971535	8.71255207061768	5.58943510055542	8.9344254983421	6.79120760108861	2.30420463051651	0.312773809385957
now	2.47712125471966	7.27071804634345	8.26896381378174	5.08003997802734	7.83197242126149	6.70946367142541	2.67194754672263	0.215123075282805
of	0	3055.10361348182	6.4629979133606	3.22056794166565	6106.33608872459	3.87113823904316	-5.88134510767163	0.957871123567276
off	2.47712125471966	7.16922197428021	8.85773754119873	3.76513195037842	9.16309254711756	5.17535140144285	2.85608595228288	0.485880518057931
on	0	6817.81891187595	6.44364309310913	3.45429515838623	13631.354840929	4.28298282290119	-5.42134343177742	0.804264303667649
open	0	258.555495856672	11.025294303894	6.14730596542358	512.185568633333	4.92542308001113	-25.2010725024417	5.92046230138136
other	2.27118479018992	8.51815629925052	10.0195980072021	5.68491697311401	10.0460853403631	6.99022725813795	2.27118479018992	0.175735512582721
our	0	25997.5029421608	11.9502296447754	5.09735536575317	51987.5224477797	7.48343654186346	-3.40363503027647	0.535522064360174
out	2.47712125471966	7.17415027150328	8.29323291778564	4.42293405532837	8.69957204892862	5.64872849407795	2.48993765701048	0.470224449649979
outside	2.47712125471966	8.69922602138892	11.0672426223755	6.37461423873901	8.92575036060995	8.4727016821679	3.76916420030484	0.0515534412672912
over	2.16046269263053	8.6731945673929	9.48812770843506	5.72041368484497	10.1658593998511	7.18052973493469	2.16046269263053	0.411256108696542
owie	2.47712125471966	9.49211102204596	14.9756889343262	2.22120308876038	12.181289500509	6.80293254358292	3.22045661921101	0.0305574307808155
paper	2.32358275374432	11.9744953154703	13.8264055252075	6.78527688980103	13.8801622679336	10.068828363007	2.32358275374432	0.141362196369898
play	0	29717.0338019857	9.99362468719482	5.52814722061157	59427.2357451298	6.83185884164286	-7.60850628102716	0.91712188784523
playground	0	71.8872245652396	12.0586013793945	6.45313119888306	135.749996176933	8.02445295354625	-44.6968858971582	11.15283697316
put	2.2321206172818	5.09162371769605	5.67236995697021	3.39565372467041	5.82092681451177	4.36232062088033	2.2321206172818	0.195580111347919
puzzle	0	15793.8850269106	13.8219747543335	8.27077865600586	31577.5246221871	10.2454316340784	-2.42137385518731	0.41353777728977
read	2.26431850190679	6.83851437422993	9.23816013336182	2.7608847618103	8.94740381899017	4.72962492946968	2.26431850190679	0.133048553697172
red	0	59362.637887736	14.21617603302	7.88778686523438	118715.747725502	9.52804996995626	-2.01929296044378	0.356159159598451
sad	2.15824599145565	11.7957873249103	14.1764707565308	6.80793237686157	14.5177606308058	9.0738140190147	2.15824599145565	0.243555295256981
same	2.40792005879183	9.50509109888351	11.1120281219482	5.17114543914795	11.2765841050326	7.73359809273442	2.40792005879183	0.287826935552114
say	0	10436.8821522023	11.80539894104	5.33784008026123	20866.5842425446	7.18006185999781	-10.2751437401021	1.37975597248609
see	2.08226996453735	6.96047906372076	7.99247455596924	4.68378591537476	7.95146198849046	5.96949613895106	2.08226996453735	0.0905243795017296
shirt	2.47712125471966	9.39702832015803	11.2365188598633	6.18872594833374	10.7023314098286	8.09172523048745	2.6362786511511	0.124146523325932
show	2.26875731812211	9.35141409860112	10.9791383743286	4.83191823959351	10.9615278306729	7.74130036652934	2.26875731812211	0.104938942686187
sit	2.47712125471966	9.65023581398821	11.4168138504028	5.55064153671265	11.1586985279389	8.14177310003751	2.7101013714526	0.252853999185747
so	0	1407.60231389997	9.32057094573975	6.41634654998779	2807.80699289563	7.39763490430549	-7.81139623276175	1.2639544767046
sock	2.47712125471966	10.8685468736086	13.3808517456055	5.02631378173828	12.5205191147517	9.21657463246545	2.58017638758598	0.0267393928652561
some	2.1978255265886	6.50944830411147	7.46885442733765	3.94248056411743	7.58917036134021	5.42972624688273	2.1978255265886	0.202294562490322
spoon	2.29966446325895	11.1388024743013	13.9094352722168	6.06730985641479	13.5227766949802	8.75482825362239	2.29966446325895	0.0558544253560609
stairs	2.47712125471966	9.23421669921343	10.7468557357788	2.65426707267761	14.0839578266807	4.38447557174616	2.48054043522735	1.30125959115349
star	0	7208.59614827492	14.7775611877441	6.23577642440796	14408.8853569826	8.30693956724114	-8.87773131652419	1.34639164256964
stick	0.768314509641152	16.2517916962656	13.0594711303711	7.13029289245605	23.3782094007267	9.12537399180448	0.768314509641152	0.898576553173901
that	0	3026.54129414619	7.09959888458252	5.10800313949585	6052.28768369061	0.794904601777289	-2565.25673353116	366.107927638555
the	0	906.954268394611	4.31436157226562	2.38982701301575	1810.93713748907	2.9713993001526	-4.93536543967075	0.848241144186598
them	0	1362.62104701412	8.34606170654297	4.29172086715698	2719.47560500808	5.76648902015669	-9.25606044079512	1.23015740462103
then	2.47712125471966	8.61814070766588	9.68912696838379	7.11639356613159	8.83241834824268	8.40386306708909	3.04042100433914	0.0791588643007456
there	0	7785.40929560463	6.8976731300354	4.26765584945679	15565.6460787937	5.17251241556139	-11.80185487757	1.41933170129966
these	1.65102132985159	9.68236122353932	9.72664546966553	4.11620235443115	12.5179777331601	6.84674471391853	1.65102132985159	0.55378072996697
they	2.41745364848183	7.76167497431789	9.17033958435059	5.48074674606323	8.47920505795727	7.04414489067851	2.41745364848183	0.0292961702414275
think	0	14460.8047018116	6.90654563903809	1.91171145439148	28918.5419695825	3.06743404072734	-7.73361788960353	1.01987836242726
this	2.31869506050522	6.33228175443686	7.17160177230835	4.55534696578979	6.97213375569486	5.69242975317886	2.31869506050522	0.0719347488283009
those	0	8366.73512719264	10.5779123306274	5.84846496582031	16725.7520714492	7.7181829360729	-5.85005599676821	0.838712008343631
time	0	2528.4332852653	11.1219167709351	5.45014572143555	5050.09903362675	6.76753690384236	-7.65228290761317	1.31347896261615
tired	2.47712125471966	9.57789632817599	12.1117858886719	5.18700790405273	11.3106764587453	7.84511619760668	2.8195477156717	0.0530340331708165
to	2.07211223557613	2.95345100640547	3.29869174957275	1.7076427936554	3.58845729097686	2.31844472183408	2.07211223557613	0.330111939630342
today	0.947726166334513	24.7374858048825	11.8649978637695	7.89432764053345	39.8335100306101	9.6414615791549	0.947726166334513	0.293607638994581
too	0	2146.8366178968	9.45580291748047	6.45467758178711	4286.04536323536	7.6278725582457	-6.21599882709369	0.966679585698217
train	2.17399944967527	8.2309281530003	10.6703271865845	3.34725618362427	10.8455439072096	5.616312398791	2.17399944967527	0.312876062394194
tree	2.19972902147525	9.86169233094232	11.7919235229492	4.93385457992554	11.4190740692899	8.30431059259473	2.19972902147525	0.040182940635032
truck	2.47712125471966	6.8006999797512	11.1331930160522	2.60438346862793	9.35205970647994	4.24934025302247	2.98327555014081	0.13350520471158
try	1.32174417672926	12.0790246384284	8.7678108215332	2.83738803863525	19.6024883416991	4.55556093515762	1.32174417672926	0.411868842276339
turn	1.9617460830086	8.73396945752058	9.78573608398438	5.9898567199707	9.9753726087252	7.49256630631596	1.9617460830086	0.113947409411967
under	2.00103891210997	12.5221043990737	12.9766540527344	7.53224897384644	15.4760519601262	9.56815683802118	2.00103891210997	0.623794059276112
up	2.47712125471966	6.8400161209875	8.6815242767334	3.98440837860107	7.92308716288659	5.75694507908841	2.7521881749649	0.125374857710313
walk	2.42868358021321	8.65216655894041	10.6352386474609	4.06079006195068	11.2185345342675	6.08579858361332	2.42868358021321	0.459640561552383
wanna	2.47712125471966	9.17080244245699	12.2347183227539	7.69421672821045	7.64889715736468	10.6927077275493	2.7029888145578	0.665021540675856
was	0	17.4931018465523	8.9514331817627	4.35865879058838	29.5597509178716	5.42645277523305	-0.507339750756326	1.27251478121278
watch	2.47712125471966	11.4439362391704	13.5333127975464	7.46969175338745	12.9119080741951	9.97596440414575	2.52831298216206	0.169065099178684
water	2.47712125471966	8.67475883951476	10.2914714813232	5.21199083328247	10.3410685192331	7.00844915979642	2.48771978594442	0.337610945498126
we	2.25023286700542	5.50946134711037	6.23356008529663	3.50575613975525	6.68097874750733	4.3379439467134	2.25023286700542	0.384392382006815
were	2.40630259552661	10.0019798898372	12.1209688186646	4.69919586181641	12.2624689693882	7.74149081028629	2.40630259552661	0.176558320060204
what	2.47712125471966	6.73718974589312	8.25049686431885	4.8948769569397	7.31023176389568	6.16414772789057	2.61059785872908	0.254027583192631
when	2.47712125471966	10.5269237449039	11.6082363128662	8.1700267791748	11.4085276658812	9.64531982392652	2.59449087159936	0.150753370525293
where	2.47712125471966	61.760895214134	12.3675088882446	8.15493392944336	7.52842592074409	115.993364507524	45.4782804625533	11.3984247450341
which	0	-714.454823450252	14.6161546707153	8.24765300750732	-1443.17048057053	14.260833670025	-36.5131315706874	6.4168483828499
will	2.17894756383283	6.76198852317441	7.47415542602539	3.77325415611267	7.86776723975346	5.65620980659537	2.17894756383283	0.43720931600741
with	1.31698056112228	12.3784213821754	9.22116756439209	3.61089968681335	19.8249428461135	4.93189991823727	1.31698056112228	0.405339340342302
yellow	2.47712125471966	9.3026511118196	11.2347211837769	6.46842908859253	10.0529852452959	8.55231697834329	3.52009159763913	0.254918314721556
you	2.17930831046022	4.48294946481573	5.08466911315918	3.01336717605591	5.35019397773502	3.61570495189644	2.17930831046022	0.3393735173467
your	2.307829076106	5.63741166414039	6.6620454788208	3.6446750164032	6.67599259505164	4.59883073322915	2.307829076106	0.174336054248752
yourself	0	879.835733225139	13.1785278320312	7.16679191589355	1749.83402749653	9.83743895374726	-30.9327573528087	3.9744669054438
