Steps	Token	MedianRank	MeanSurprisal	StdevSurprisal	Accuracy	NumExamples
49	don't	17	7.304018020629883	1.2973532676696777	0.0	11
49	blanket	930	12.52448558807373	0.24112610518932343	0.0	4
49	will	12	7.474155426025391	1.3824280500411987	0.0	6
49	by	268	11.846029281616211	0.740265965461731	0.0	5
49	shirt	153	10.249106407165527	0.5727012753486633	0.0	3
49	yellow	173	10.909972190856934	1.0131752490997314	0.0	4
49	i	11	6.430120944976807	1.7326464653015137	0.0	20
49	more	43	8.780851364135742	1.1702895164489746	0.0	20
49	baby	81	8.903260231018066	0.8438718914985657	0.0	15
49	eat	125	9.898771286010742	0.5798878073692322	0.0	9
49	where	71	10.388751029968262	1.1383569240570068	0.0	4
49	cold	989	14.070263862609863	0.9195285439491272	0.0	3
49	back	102	9.559149742126465	0.45573756098747253	0.0	18
49	car	203	10.400453567504883	0.2818354070186615	0.0	5
49	your	12	6.662045478820801	0.9225120544433594	0.0	66
49	when	192	11.43957805633545	1.4400840997695923	0.0	10
49	drink	224	11.55443000793457	1.2698421478271484	0.0	4
49	away	165	11.40550708770752	1.12688148021698	0.0	3
49	see	44	7.992474555969238	0.9213027358055115	0.0	14
49	play	127	9.993624687194824	1.0054353475570679	0.0	19
49	watch	235	11.56745433807373	1.0715748071670532	0.0	3
49	duck	331	10.558812141418457	0.8557026386260986	0.0	3
49	was	62	8.951433181762695	0.5887294411659241	0.0	8
49	table	1793	14.299073219299316	1.3896825313568115	0.0	3
49	a	3	5.201866149902344	0.8811010718345642	0.029197080060839653	137
49	door	334	11.207473754882812	0.5269022583961487	0.0	3
49	my	77	9.389842987060547	0.9139910340309143	0.0	11
49	outside	96	9.76645278930664	0.7773184180259705	0.0	8
49	look	75	9.31856918334961	0.9189348816871643	0.0	5
49	star	858	14.302050590515137	3.4178805351257324	0.0	3
49	ball	27	8.425543785095215	0.6267502307891846	0.0	12
49	little	12	7.9945573806762695	0.7106494903564453	0.0	20
49	how	120	9.816627502441406	1.2968826293945312	0.0	8
49	sit	341	11.371119499206543	1.5958880186080933	0.0	3
49	any	289	12.064221382141113	0.39199191331863403	0.0	3
49	you	3	5.08466911315918	1.968313455581665	0.1972789168357849	147
49	new	406	11.39510440826416	0.719555139541626	0.0	5
49	puzzle	567	13.821974754333496	3.1752688884735107	0.0	4
49	coffee	1150	15.300763130187988	0.4319859743118286	0.0	3
49	banana	142	10.104355812072754	0.7232754230499268	0.0	12
49	walk	152	10.218639373779297	0.516572892665863	0.0	8
49	boy	668	11.935776710510254	0.11568734049797058	0.0	3
49	not	50	8.712552070617676	1.0161317586898804	0.0	23
49	jacket	1239	13.399011611938477	1.3675823211669922	0.0	5
49	but	40	8.446781158447266	0.8987626433372498	0.0	17
49	there	16	6.8976731300354	0.6199008226394653	0.0	33
49	her	687	13.350761413574219	1.5315492153167725	0.0	3
49	first	162	10.77626895904541	0.7428289651870728	0.0	4
49	help	115	9.726839065551758	1.0255393981933594	0.0	5
49	like	22	7.182163715362549	0.7041040658950806	0.0	14
49	wanna	22	8.914838790893555	2.4545466899871826	0.0	4
49	finish	123	10.669398307800293	2.3118083477020264	0.0	3
49	think	22	6.906545639038086	1.601012945175171	0.125	8
49	hold	133	10.79185962677002	1.5008069276809692	0.0	3
49	balloon	91	9.985238075256348	0.6935595870018005	0.0	4
49	farm	472	11.904048919677734	0.5437678098678589	0.0	4
49	into	291	12.020160675048828	0.8051038980484009	0.0	3
49	house	637	12.069514274597168	0.7367905974388123	0.0	3
49	mommy	245	11.726896286010742	2.116030693054199	0.0	8
49	light	396	11.252108573913574	0.1198069155216217	0.0	3
49	drop	3485	16.04697036743164	1.5660918951034546	0.0	3
49	make	165	10.274642944335938	0.7600775361061096	0.0	13
49	yourself	299	12.018447875976562	1.3248540163040161	0.0	6
49	stick	721	12.233020782470703	0.23558789491653442	0.0	3
49	those	155	10.577912330627441	0.6970669031143188	0.0	12
49	these	68	9.384589195251465	1.1537407636642456	0.0	10
49	clap	721	13.315116882324219	0.02126385271549225	0.0	3
49	cup	230	10.636090278625488	0.8006879687309265	0.0	6
49	him	206	11.797218322753906	1.4224491119384766	0.0	3
49	too	57	9.282729148864746	1.582417607307434	0.0	27
49	with	71	9.22116756439209	0.8778907060623169	0.0	42
49	the	1	4.314361572265625	0.9416881203651428	0.08292683213949203	205
49	they	45	8.444377899169922	0.8968163132667542	0.0	18
49	milk	195	10.665053367614746	0.2068912535905838	0.0	4
49	our	279	11.95022964477539	1.0748285055160522	0.0	3
49	out	36	8.293232917785645	0.9136764407157898	0.0	27
49	we	9	6.200351238250732	1.548142910003662	0.0	43
49	read	52	8.416372299194336	0.8850245475769043	0.0	10
49	down	73	9.013167381286621	0.4866172671318054	0.0	12
49	apple	2568	14.771818161010742	1.7457592487335205	0.0	5
99	tiny	5320	16.48088264465332	1.0697054862976074	0.0	3
99	brush	262	10.747767448425293	0.21003396809101105	0.0	3
99	and	2	5.853244781494141	0.852222204208374	0.0	101
99	kitty	13	8.413881301879883	0.6778253316879272	0.0	10
99	tired	548	11.504393577575684	0.21392510831356049	0.0	4
99	food	479	12.16871166229248	0.7507827281951904	0.0	3
99	bear	108	9.548663139343262	0.8046294450759888	0.0	10
99	beach	106	9.808194160461426	0.14502021670341492	0.0	3
99	home	227	10.96599292755127	0.4375312924385071	0.0	3
99	to	0	2.8783137798309326	2.7937448024749756	0.6577181220054626	149
99	is	11	6.364737510681152	1.8715603351593018	0.11627907305955887	43
99	another	60	8.603828430175781	0.9162887930870056	0.0	5
99	bottle	39	8.959187507629395	0.8262497782707214	0.0	5
99	bunny	301	12.570901870727539	1.3760349750518799	0.0	4
99	playground	386	10.923747062683105	0.15601833164691925	0.0	3
99	find	438	12.483367919921875	2.110200881958008	0.0	3
99	all	23	7.382777214050293	1.503193974494934	0.03448275849223137	29
99	this	13	6.951144218444824	0.640862762928009	0.0	44
99	egg	165	10.124754905700684	0.24137987196445465	0.0	7
99	same	272	10.713237762451172	0.06038662791252136	0.0	4
99	off	51	8.466979026794434	0.9117417931556702	0.0	16
99	open	196	10.345803260803223	0.5567934513092041	0.0	3
99	around	73	10.113492012023926	2.102644443511963	0.0	8
99	then	79	9.133455276489258	1.4694573879241943	0.0	11
99	camera	124	10.02430534362793	0.332154780626297	0.0	5
99	them	22	7.502578258514404	0.7069595456123352	0.0	14
99	which	148	10.458077430725098	0.9484920501708984	0.0	3
99	red	211	10.64418888092041	0.9956694841384888	0.0	5
99	am	3	4.957208633422852	1.1966091394424438	0.0	3
99	no	95	9.736764907836914	1.1802852153778076	0.0	6
99	go	3	5.968801975250244	2.14342999458313	0.03921568766236305	51
99	that	9	6.6711320877075195	0.7972667217254639	0.0	40
99	juice	844	13.557867050170898	1.6730390787124634	0.0	4
99	good	15	7.653776168823242	0.7812178730964661	0.0	9
99	bad	848	12.726914405822754	0.5463623404502869	0.0	4
99	me	9	6.237120628356934	1.2049376964569092	0.0	31
99	foot	197	10.572495460510254	0.6705309748649597	0.0	8
99	head	115	9.593789100646973	0.08371949940919876	0.0	3
99	cut	217	10.982470512390137	1.1618512868881226	0.0	3
99	big	19	8.25232982635498	0.6746301054954529	0.0	15
99	before	412	12.748775482177734	1.3522028923034668	0.0	4
99	of	4	5.793026924133301	1.8560502529144287	0.10000000149011612	50
99	truck	75	9.40247631072998	0.7994203567504883	0.0	8
99	potty	175	10.604240417480469	1.15547776222229	0.0	4
99	bed	195	10.898077964782715	1.865264654159546	0.0	3
99	close	42	8.959575653076172	1.637665033340454	0.0	3
99	need	10	7.074413299560547	1.478646993637085	0.0	8
99	owie	788	11.759800910949707	0.22645887732505798	0.0	3
99	book	130	9.824630737304688	0.7793696522712708	0.0	16
99	his	728	13.794726371765137	1.1785861253738403	0.0	3
99	today	129	10.756638526916504	0.8759588003158569	0.0	6
99	hard	143	10.193634986877441	1.0769091844558716	0.0	5
99	water	142	9.904314994812012	0.41300079226493835	0.0	7
99	up	34	8.20135498046875	0.9549116492271423	0.0	19
99	now	27	8.268963813781738	1.241527795791626	0.0	23
99	he	45	8.359434127807617	0.5417459607124329	0.0	9
99	what	47	8.250496864318848	1.3456922769546509	0.0	15
99	gonna	36	8.259110450744629	1.2435734272003174	0.0	8
99	do	7	6.633729934692383	1.8347277641296387	0.0	35
99	are	2	4.716085910797119	1.8656713962554932	0.16129031777381897	31
99	here	31	8.054286003112793	1.2073091268539429	0.0	17
99	get	5	6.244544506072998	0.8974708914756775	0.0	33
99	day	149	10.136543273925781	0.8040693402290344	0.0	4
99	sock	780	12.211614608764648	0.4618833661079407	0.0	4
99	nose	453	11.740703582763672	0.32241368293762207	0.0	4
99	have	8	6.188350200653076	2.001755714416504	0.0	45
99	dance	1332	15.366912841796875	2.1687138080596924	0.0	4
99	turn	21	8.422330856323242	1.7675402164459229	0.0	10
99	show	323	10.658049583435059	0.8629887700080872	0.0	4
99	stairs	269	10.746855735778809	0.07928583025932312	0.0	4
99	it	2	4.805602073669434	1.1861858367919922	0.06034482643008232	116
99	train	271	10.670327186584473	0.09274987876415253	0.0	7
99	nap	254	10.714951515197754	0.31794318556785583	0.0	3
99	some	21	7.4688544273376465	0.8625509738922119	0.0	35
99	hug	533	11.491127967834473	0.5331278443336487	0.0	3
99	tree	634	11.791923522949219	0.7245712876319885	0.0	3
99	so	44	8.465422630310059	0.8324843049049377	0.0	13
99	paper	936	13.774981498718262	2.0731911659240723	0.0	3
99	hand	116	9.57067584991455	0.1951603889465332	0.0	5
99	try	37	7.983913898468018	0.28436505794525146	0.0	16
99	inside	252	11.10503101348877	0.3354994058609009	0.0	3
99	give	57	8.711177825927734	1.0350663661956787	0.0	4
99	much	109	10.045636177062988	0.6922675371170044	0.0	4
99	because	150	10.481504440307617	0.8365136384963989	0.0	9
99	on	7	6.1637983322143555	1.122071385383606	0.0	94
99	sad	545	12.000090599060059	0.9527440667152405	0.0	3
99	pick	137	9.803817749023438	0.24331748485565186	0.0	3
99	throw	211	10.07514762878418	0.7295969128608704	0.0	3
99	under	494	12.707099914550781	1.4924067258834839	0.0	4
99	can	1	3.472996950149536	2.49578595161438	0.4864864945411682	37
99	at	17	7.298486232757568	3.441560983657837	0.15789473056793213	19
99	bucket	47	9.178387641906738	0.3737237751483917	0.0	3
99	spoon	1704	13.15026569366455	0.10510286688804626	0.0	3
99	better	162	9.971790313720703	0.3713271915912628	0.0	6
99	over	49	8.621484756469727	1.7169760465621948	0.0	15
99	time	264	11.121916770935059	1.3993949890136719	0.0	9
99	be	70	8.608109474182129	0.6869412064552307	0.0	16
99	about	223	10.979920387268066	0.9276899099349976	0.0	12
99	if	56	8.601433753967285	1.0792677402496338	0.0	20
99	for	34	8.174960136413574	0.8821572661399841	0.0	22
99	other	19	9.079446792602539	1.2835073471069336	0.0	15
99	put	2	5.632819175720215	1.7107454538345337	0.43478259444236755	46
99	happy	58	8.867865562438965	0.794836163520813	0.0	3
99	say	192	11.296319961547852	0.6426266431808472	0.0	5
99	did	81	9.456100463867188	0.5444874167442322	0.0	4
99	were	179	11.630439758300781	0.9046116471290588	0.0	6
99	don't	3	5.811498641967773	2.6156675815582275	0.09090909361839294	11
99	blanket	467	11.540096282958984	0.15779872238636017	0.0	4
99	will	7	6.61558723449707	1.4392694234848022	0.0	6
99	by	130	10.093229293823242	1.4065605401992798	0.0	5
99	shirt	181	10.180087089538574	0.06369586288928986	0.0	3
99	yellow	268	10.570775032043457	0.6334187984466553	0.0	4
99	i	15	7.313787937164307	1.5645829439163208	0.0	20
99	more	16	7.435173988342285	0.8114839792251587	0.0	20
99	baby	40	8.781170845031738	0.9193740487098694	0.0	15
99	eat	86	9.65498161315918	0.9246824979782104	0.0	9
99	where	63	9.529987335205078	1.4889787435531616	0.0	4
99	cold	518	12.106877326965332	0.3189016580581665	0.0	3
99	back	44	8.539515495300293	0.7346582412719727	0.0	18
99	car	25	8.213692665100098	0.22046612203121185	0.0	5
99	your	9	6.311038970947266	1.4333211183547974	0.01515151560306549	66
99	when	166	11.214258193969727	1.6028945446014404	0.0	10
99	drink	452	11.782188415527344	0.3251580595970154	0.0	4
99	away	79	9.543065071105957	0.4409668743610382	0.0	3
99	see	11	7.236500263214111	1.4573966264724731	0.0	14
99	play	93	9.319796562194824	1.0827178955078125	0.0	19
99	watch	409	13.086058616638184	0.48587238788604736	0.0	3
99	duck	402	11.18758487701416	0.7513283491134644	0.0	3
99	was	76	8.928345680236816	0.3289352059364319	0.0	8
99	table	3657	14.4813871383667	0.6660568714141846	0.0	3
99	a	2	5.2930779457092285	1.1810710430145264	0.21167883276939392	137
99	door	586	11.482643127441406	0.1577029824256897	0.0	3
99	my	48	8.19284439086914	0.9336119890213013	0.0	11
99	outside	99	10.03312873840332	0.9101334810256958	0.0	8
99	look	21	7.89581298828125	2.1637213230133057	0.0	5
99	star	1698	14.77756118774414	3.0264079570770264	0.0	3
99	ball	16	8.056793212890625	0.5232067108154297	0.0	12
99	little	1	6.808840751647949	1.012490153312683	0.44999998807907104	20
99	how	109	9.787553787231445	0.8262754678726196	0.0	8
99	sit	265	10.886090278625488	2.642573118209839	0.0	3
99	any	233	11.615500450134277	0.3074319064617157	0.0	3
99	you	2	4.6903605461120605	2.127938985824585	0.2448979616165161	147
99	new	127	9.88148021697998	0.4903131425380707	0.0	5
99	puzzle	63	10.30452823638916	1.3652691841125488	0.0	4
99	coffee	853	14.17784595489502	1.5259780883789062	0.0	3
99	banana	124	9.658782958984375	0.5975978374481201	0.0	12
99	walk	172	10.635238647460938	0.9410527348518372	0.0	8
99	boy	158	10.079566955566406	0.24092301726341248	0.0	3
99	not	52	8.433976173400879	1.261139154434204	0.0	23
99	jacket	1805	13.40802001953125	0.8207629919052124	0.0	5
99	but	47	8.969524383544922	1.1653783321380615	0.0	17
99	there	8	6.573453903198242	1.2434767484664917	0.0	33
99	her	549	12.04293441772461	0.9630776047706604	0.0	3
99	first	147	10.969724655151367	0.6818150877952576	0.0	4
99	help	114	9.62255859375	0.39923951029777527	0.0	5
99	like	7	6.1488871574401855	1.4199057817459106	0.0	14
99	wanna	14	8.045989036560059	2.1408333778381348	0.0	4
99	finish	239	11.615795135498047	0.35324642062187195	0.0	3
99	think	2	5.135831356048584	1.2718150615692139	0.0	8
99	hold	72	8.981675148010254	0.8866808414459229	0.0	3
99	balloon	243	10.332683563232422	0.47094276547431946	0.0	4
99	farm	462	11.842037200927734	0.7308239340782166	0.0	4
99	into	301	11.794867515563965	0.9134180545806885	0.0	3
99	house	643	11.306816101074219	0.6549225449562073	0.0	3
99	mommy	254	11.467672348022461	2.191371440887451	0.0	8
99	light	260	10.585538864135742	0.15822045505046844	0.0	3
99	drop	1767	14.871719360351562	1.6117054224014282	0.0	3
99	make	116	9.69383716583252	0.49859389662742615	0.0	13
99	yourself	138	11.042351722717285	1.5173923969268799	0.0	6
99	stick	1148	13.059471130371094	0.9389069676399231	0.0	3
99	those	69	8.725232124328613	0.922041118144989	0.0	12
99	these	99	9.726645469665527	1.500535249710083	0.0	10
99	clap	737	12.596257209777832	0.013033253140747547	0.0	3
99	cup	232	10.255827903747559	1.1838774681091309	0.0	6
99	him	111	9.9822359085083	0.9132678508758545	0.0	3
99	too	52	8.681095123291016	0.9428596496582031	0.0	27
99	with	16	7.066469669342041	0.9503817558288574	0.0	42
99	the	1	3.9893763065338135	1.3859397172927856	0.497560977935791	205
99	they	46	8.1553373336792	0.9454842209815979	0.0	18
99	milk	513	11.214962005615234	0.2942452132701874	0.0	4
99	our	174	10.3847074508667	0.7634724974632263	0.0	3
99	out	26	7.6523356437683105	1.0982270240783691	0.0	27
99	we	4	5.916955471038818	1.3811436891555786	0.04651162773370743	43
99	read	92	9.238160133361816	0.6547617316246033	0.0	10
99	down	43	8.819729804992676	1.1408045291900635	0.0	12
99	apple	823	12.952061653137207	2.3960678577423096	0.0	5
149	tiny	2970	14.5571928024292	1.57729172706604	0.0	3
149	brush	269	11.059329986572266	0.740091860294342	0.0	3
149	and	1	4.889386177062988	1.1440132856369019	0.039603959769010544	101
149	kitty	9	7.86649227142334	1.202422857284546	0.0	10
149	tired	328	11.201994895935059	0.25610148906707764	0.0	4
149	food	348	12.071728706359863	1.3694850206375122	0.0	3
149	bear	144	10.252706527709961	0.6185935139656067	0.0	10
149	beach	130	9.752171516418457	0.08735157549381256	0.0	3
149	home	369	12.074479103088379	1.3305022716522217	0.0	3
149	to	0	3.298691749572754	2.558408737182617	0.6308724880218506	149
149	is	1	4.438353061676025	1.9838818311691284	0.1627907007932663	43
149	another	50	7.933230400085449	1.7293634414672852	0.0	5
149	bottle	1	5.850577354431152	1.4500893354415894	0.4000000059604645	5
149	bunny	291	12.6036376953125	1.514135718345642	0.0	4
149	playground	34	8.63274097442627	0.31226015090942383	0.0	3
149	find	76	9.27200984954834	2.701521873474121	0.0	3
149	all	19	7.279284954071045	1.162044882774353	0.0	29
149	this	10	6.510961532592773	0.8179300427436829	0.0	44
149	egg	21	9.053098678588867	1.4802563190460205	0.0	7
149	same	407	11.112028121948242	0.04291021451354027	0.0	4
149	off	54	8.798325538635254	0.9854155778884888	0.0	16
149	open	148	10.314129829406738	1.1147005558013916	0.0	3
149	around	54	8.740700721740723	1.740432858467102	0.0	8
149	then	63	8.986407279968262	1.641314148902893	0.0	11
149	camera	54	9.416462898254395	0.1728694885969162	0.0	5
149	them	25	7.845417499542236	0.6238046884536743	0.0	14
149	which	92	10.070343017578125	0.7784720063209534	0.0	3
149	red	173	10.37767219543457	0.8546133637428284	0.0	5
149	am	5	4.917027950286865	0.7500789761543274	0.0	3
149	no	86	9.675886154174805	0.7656444907188416	0.0	6
149	go	1	4.735012054443359	2.5777547359466553	0.4901960790157318	51
149	that	8	6.389028072357178	0.9711619019508362	0.0	40
149	juice	357	12.619039535522461	0.9792789816856384	0.0	4
149	good	23	7.46815824508667	1.4583003520965576	0.0	9
149	bad	392	12.162062644958496	0.9556111693382263	0.0	4
149	me	9	6.366374969482422	1.4512228965759277	0.032258063554763794	31
149	foot	41	9.836447715759277	2.028233051300049	0.0	8
149	head	217	10.453095436096191	0.07172661274671555	0.0	3
149	cut	311	11.03119945526123	0.947913646697998	0.0	3
149	big	5	7.768002510070801	1.8804384469985962	0.0	15
149	before	421	13.529518127441406	0.6925941109657288	0.0	4
149	of	4	5.1700239181518555	2.213719129562378	0.14000000059604645	50
149	truck	35	8.741600036621094	0.7043076753616333	0.0	8
149	potty	103	9.574217796325684	0.5224847793579102	0.0	4
149	bed	55	10.897834777832031	3.7652862071990967	0.0	3
149	close	75	10.032374382019043	1.4152278900146484	0.0	3
149	need	5	5.987624645233154	1.5659681558609009	0.0	8
149	owie	498	11.333237648010254	0.08574867993593216	0.0	3
149	book	90	9.521150588989258	0.7993976473808289	0.0	16
149	his	156	10.497608184814453	1.0522067546844482	0.0	3
149	today	35	8.94344711303711	1.1221007108688354	0.0	6
149	hard	135	10.065603256225586	2.053908109664917	0.0	5
149	water	38	8.79517650604248	0.7291269898414612	0.0	7
149	up	8	6.966332912445068	1.3300615549087524	0.0	19
149	now	17	7.7140607833862305	1.1522430181503296	0.0	23
149	he	27	8.34786605834961	0.7308571934700012	0.0	9
149	what	10	6.794684410095215	1.4776568412780762	0.0	15
149	gonna	12	7.031919002532959	1.4234496355056763	0.0	8
149	do	12	6.405003547668457	1.541968584060669	0.0	35
149	are	3	4.588785171508789	1.6765646934509277	0.25806450843811035	31
149	here	28	7.830390453338623	0.39908167719841003	0.0	17
149	get	3	5.068631649017334	1.3854360580444336	0.0	33
149	day	139	9.513147354125977	1.761832356452942	0.0	4
149	sock	1396	12.815853118896484	0.5554933547973633	0.0	4
149	nose	553	12.202474594116211	0.9642422795295715	0.0	4
149	have	4	5.324501037597656	1.9031025171279907	0.02222222276031971	45
149	dance	1356	14.939292907714844	1.1847593784332275	0.0	4
149	turn	34	8.166187286376953	1.2340669631958008	0.0	10
149	show	141	10.116933822631836	0.5445706248283386	0.0	4
149	stairs	55	9.279474258422852	0.01717466674745083	0.0	4
149	it	2	4.312015056610107	1.1938837766647339	0.11206896603107452	116
149	train	6	7.345831871032715	0.21515703201293945	0.0	7
149	nap	185	10.125166893005371	0.22144527733325958	0.0	3
149	some	12	6.463159084320068	1.577837586402893	0.0	35
149	hug	823	12.00776195526123	0.21764782071113586	0.0	3
149	tree	284	10.31906795501709	0.9379075169563293	0.0	3
149	so	54	8.769731521606445	0.8889880180358887	0.0	13
149	paper	529	12.65713119506836	1.6256831884384155	0.0	3
149	hand	215	10.538091659545898	0.6652019023895264	0.0	5
149	try	5	5.259514808654785	0.4506329894065857	0.0	16
149	inside	143	9.228349685668945	1.8345376253128052	0.0	3
149	give	24	8.114189147949219	1.4459949731826782	0.0	4
149	much	257	11.11387825012207	0.550645112991333	0.0	4
149	because	109	10.532492637634277	1.1674585342407227	0.0	9
149	on	4	5.47051477432251	1.3635729551315308	0.05319149047136307	94
149	sad	399	11.543681144714355	1.2966814041137695	0.0	3
149	pick	148	10.223175048828125	0.0723956823348999	0.0	3
149	throw	171	10.194897651672363	1.5015003681182861	0.0	3
149	under	315	12.018790245056152	1.0988433361053467	0.0	4
149	can	2	4.2421979904174805	1.9758504629135132	0.21621622145175934	37
149	at	40	7.122035980224609	3.7408974170684814	0.31578946113586426	19
149	bucket	18	8.065350532531738	0.6007952690124512	0.0	3
